MADDEN NFL 08;71;8.2;DS;EA Sports;Exient Entertainment;Aug 14, 2007;All-New Read & React System: New player skill icons identify on-field strengths and weaknesses, providing an immediate read on what your opponent is giving you. Quickly react, create mismatches, and exploit opponent weaknesses before every play. Wi-Fi Enabled Multiplayer: Play head-to-head… Expand;11 ;Sports,Traditional,Team,Football,Sim,Sim
PIPE MANIA;71;tbd;DS;Empire Interactive;Razorworks;Sep 26, 2008;Join alfonso junior and his sister fawcett in a race against time to save their paradise island. Home from pollution and cowboy plumbers. Pipe mania is a frenetically charged puzzle game that will challenge your mental skills to the maximum across intense, fast-paced levels. Beat the puzzles… Expand;13 ;Miscellaneous,Puzzle,Action,Puzzle,General,Puzzle,General
DREAMWORKS KUNG FU PANDA;71;5.5;DS;Activision;Vicarious Visions;Jun 3, 2008;In Kung Fu Panda, players embark on an epic, action-packed adventure as they master the specialized Kung Fu fighting styles of Po the Panda, the unlikely hero, his teacher Shifu, and the legendary Kung Fu masters, the Furious Five: Monkey, Tigress, Viper, Mantis and Crane. Through 13… Expand;10 ;Action,Platformer,Platformer,3D,2D,3D
GUITAR HERO: ON TOUR;71;8.2;DS;Activision;Vicarious Visions;Jun 22, 2008;Guitar Hero: On Tour continues to build on the franchise’s signature easy-to-play, yet difficult to master addictive gameplay, and now lets players take their experience on the road wherever they go. Players use the Guitar Hero pick-stylus on the touch screen to strum their favorite tunes… Expand;70 ;Action,Miscellaneous,Rhythm,Music,Music
OVER THE HEDGE;71;7.0;DS;Activision;Vicarious Visions;May 5, 2006;When a housing development intrudes on their woodland habitat and an opossum is kidnapped by an evil exterminator, three wise-cracking rodents and one very neurotic reptile invade the 'burbs in a quest to rescue their friend. Battle the exterminator and his army of mind-controlled mammals,… Expand;17 ;Action,Platformer,Platformer,3D,3D
FIFA WORLD CUP: GERMANY 2006;71;7.3;DS;Electronic Arts;EA Canada;Apr 24, 2006;2006 FIFA World Cup features 12 official stadiums used at 2006 FIFA World Cup Germany and stadiums from each qualifying region. Gamers can play as their favorite team from qualification right through to a virtual reproduction of the tournament in Germany. With enhanced player animations, EA… Expand;7 ;Sports,Traditional,Team,Soccer,Sim,Sim
DRAGLADE;71;7.5;DS;Atlus;Dimps Corporation;Dec 4, 2007;In Draglade, it's not just about how hard you hit or fast you move, it's also how well you can groove. An innovative mix of music and fighting means you will have to use your rhythm as well as your reflexes if you want to overcome your foes and show everyone that you’re a Draglade master.… Expand;23 ;Action,Fighting,Fighting,2D,2D
BIRD & BEANS;71;7.6;DS;Nintendo;Nintendo;Apr 5, 2009;[DSiWare. Also known as "Pyoro"] Using an elastic tongue, players must scramble to collect falling beans. The harder a bean is to catch, the more points it's worth. [Nintendo];7 ;Action,General,General,Arcade
FINAL FANTASY: THE 4 HEROES OF LIGHT;71;8.7;DS;Square Enix;Matrix Software;Oct 5, 2010;With FINAL FANTASY: THE 4 HEROES OF LIGHT, the FINAL FANTASY series is rendered anew as an epic storybook adventure by the creators of the FINAL FANTASY III and FINAL FANTASY IV Nintendo DS remakes. Players will enter a beautiful fairy-tale world featuring illustrations and character designs… Expand;49 ;Role-Playing,Console-style RPG,Console-style RPG,Japanese-Style
SPACE BUST-A-MOVE;71;tbd;DS;Square Enix;Taito Corporation;Jul 28, 2009;(Also known as "Puzzle Bobble Galaxy") The smash-hit classic arcade game goes where no bubble has gone before in SPACE BUST-A-MOVE. Journey alongside twin brothers Bub and Bob, travelling to distant planets collecting Cosmo Bubbles in order to stop the evil Devilin from taking over the… Expand;20 ;Miscellaneous,Puzzle,Puzzle,Puzzle,Matching,Matching
SUPER COLLAPSE 3;71;tbd;DS;MumboJumbo;Mac Play;Oct 30, 2007;Explore the world of Super Collapse 3! In this exciting new Quest, your journey will take you through ten different realms -- with many stops along the way. Visit the shop in each town to purchase power-up items to help you in your quest. For a distraction, take in ten entertaining new games… Expand;10 ;Miscellaneous,Puzzle,Puzzle,General,General
AVALON CODE;71;7.8;DS;XSEED Games;Matrix Software;Mar 10, 2009;From the creative minds behind Rune Factory and Harvest Moon with the development studio responsible for the Final Fantasy III and Final Fantasy IV DS remakes comes Avalon Code, an action RPG boasting a deep and engrossing story and innovative game play mechanics. Using the main character’s… Expand;29 ;Role-Playing,Action RPG,Action RPG
PAC-PIX;71;7.3;DS;Namco;Namco;Apr 26, 2005;One day a mischievous wizard came up with a mysterious invention called “Ghost Ink.” When something is drawn using this ink, it turns into a Ghost. These ghostly tricksters would then jump into pictures and books, to pull pranks and cause havoc around the world. Our hero, Pac-Man, has taken… Expand;41 ;Miscellaneous,General,General
DIGIMON WORLD DS;71;7.9;DS;Namco Bandai Games America ;Bec;Nov 7, 2006;Digimon World DS is the first iteration of the Digimon franchise on the Nintendo DS platform, featuring turn-based combat and entertaining Digimon training. In the game, the player assumes a role of Digimon tamer and embarks on an exciting journey to discover, raise, train and command over… Expand;8 ;Role-Playing,General,General,Trainer
SAVE THE TURTLES;71;7.9;DS;Sabarasa Entertainment;Sabarasa Entertainment;Mar 29, 2010;[DSiWare] Save the Turtles takes players to more than 32 of the world's most exotic beaches in a quest to help tiny turtles find their new home. Players must use the stylus to rub and tap the touch screen of the Nintendo DSi system, digging eggs from the sand and lining up cute reptiles… Expand;9 ;Miscellaneous,Puzzle,Puzzle,General,Puzzle,General
RESIDENT EVIL: DEADLY SILENCE;71;8.4;DS;Capcom;Capcom;Feb 7, 2006;(Also known as "BioHazard: Deadly Silence" in Japan) Experience the terror of Raccoon City as heroes Chris Redfield and Jill Valentine try to survive a mansion filled with flesh hungry zombies, giant spiders, horrific amphibious creatures, mutant dogs and worse. Now the Survival Horror… Expand;41 ;Action Adventure,Horror,Horror,Survival
SPECTROBES: BEYOND THE PORTALS;70;7.6;DS;Disney Interactive Studios;Jupiter Corporation;Oct 7, 2008;Spectrobes: Beyond The Portals for Nintendo DS continues the story of Rallen and Jeena, interplanetary patrol officers who discover, excavate, awaken and train mysterious fossilized creatures known as Spectrobes and then use them to battle enemies. The story surrounds the origins of… Expand;26 ;Role-Playing,Action RPG,Action RPG
GUNPEY DS;70;tbd;DS;Namco Bandai Games;Q Entertainment;Nov 17, 2006;(Also known in Japan as "Gunpey Reverse") With Q Entertainment's tradition for visual style and original music, Gunpey offers a unique puzzle experience. As lines of various angles climb up the screen, the player's objective is to flip the lines, located in squares, to connect them over… Expand;24 ;Miscellaneous,Puzzle,Puzzle,General,Puzzle,General
SCURGE: HIVE;70;7.4;DS;SouthPeak Games;Orbital Media, Inc.;Nov 1, 2006;Scurge: Hive features its main character Jenosa Arma, a bounty hunter. 48 hours ago a distress signal was sent from a remote research lab studying a virulent organism identified as the "Scurge". Scientists have been studying its remarkable metamorphic and energy abilities. Jenosa Arma has… Expand;29 ;Action Adventure,Fantasy,General,Fantasy
NERVOUS BRICKDOWN;70;7.7;DS;Eidos Interactive;Arkedo Studio;Jun 26, 2007;Nervous Brickdown allows players to revisit old school roots with a twist to the classic breakout game. Revamped, restyled and stepping into the next generation of handheld gaming, Nervous Brickdown refreshes the player's skills in paddle and ball gameplay while introducing new gameplay… Expand;21 ;Action,General,General,Arcade
THE SIMS 2;70;6.0;DS;Electronic Arts;Griptonite Games;Oct 24, 2005;Explore the wide-open world of The Sims 2 while trying to gain fame and fortune for your own custom created Sims. Become a real estate mogul building, customizing and running a hotel in Strangetown. Bring in the cash by keeping everyone happy and keeping the hotel in good condition. Design… Expand;13 ;Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life
